PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
1287,,1,1,1,1,0,60.0,0
1288,,3,0,2,0,0,7.25,2
1289,,1,1,3,1,1,79.2,1
1290,,3,0,2,0,0,7.775,0
1291,,3,0,2,0,0,7.7333,2
1292,,1,1,2,0,0,14.4542,0
1293,,2,0,3,1,0,21.0,0
1294,,1,1,2,0,1,59.4,1
1295,,1,0,1,0,0,47.1,0
1296,,1,0,3,1,0,27.7208,1
1297,,2,0,2,0,0,13.8625,1
1298,,2,0,2,1,0,10.5,0
1299,,1,0,3,1,1,14.4542,1
1300,,3,1,2,0,0,7.7208,2
1301,,3,1,0,1,1,13.775,0
1302,,3,1,2,0,0,7.75,2
1303,,1,1,3,1,0,90.0,2
1304,,3,1,2,0,0,7.775,0
1305,,3,0,2,0,0,8.05,0
1306,,1,1,3,0,0,108.9,1
1307,,3,0,3,0,0,7.25,0
1308,,3,0,2,0,0,8.05,0
1309,,3,0,2,1,1,22.3583,1
